CustomerID,R,F,M,Score,Segment
12491.0,3,2,2,2.3333333333333335,Need Attention
12492.0,3,2,2,2.3333333333333335,Need Attention
12493.0,2,2,2,2.0,Lost
12494.0,5,4,4,4.333333333333333,Champions
12497.0,2,1,4,2.3333333333333335,Need Attention
12498.0,4,2,2,2.6666666666666665,Potential Loyalists
12500.0,4,4,5,4.333333333333333,Champions
12501.0,1,5,5,3.6666666666666665,At Risk
12502.0,2,5,5,4.0,At Risk
12503.0,1,1,4,2.0,Need Attention
12504.0,4,2,1,2.3333333333333335,Potential Loyalists
12505.0,1,1,1,1.0,Lost
12506.0,1,2,1,1.3333333333333333,Lost
12507.0,2,2,4,2.6666666666666665,Need Attention
12508.0,4,4,3,3.6666666666666665,Loyal Customers
12509.0,1,1,1,1.0,Lost
12510.0,2,3,3,2.6666666666666665,Need Attention
12512.0,3,3,1,2.3333333333333335,Need Attention
12513.0,2,3,3,2.6666666666666665,Need Attention
12514.0,1,3,3,2.3333333333333335,Need Attention
12515.0,1,2,2,1.6666666666666667,Lost
12516.0,2,2,4,2.6666666666666665,Need Attention
12517.0,4,5,5,4.666666666666667,Champions
12518.0,5,4,5,4.666666666666667,Champions
12519.0,3,2,2,2.3333333333333335,Need Attention
12520.0,2,5,5,4.0,At Risk
12521.0,2,3,3,2.6666666666666665,Need Attention
12522.0,3,1,2,2.0,Need Attention
12523.0,5,4,4,4.333333333333333,Champions
12524.0,5,5,5,5.0,Champions
12526.0,5,4,4,4.333333333333333,Champions
12527.0,2,2,2,2.0,Lost
12528.0,5,4,4,4.333333333333333,Champions
12530.0,3,4,4,3.6666666666666665,Loyal Customers
12531.0,4,2,1,2.3333333333333335,Potential Loyalists
12532.0,4,2,2,2.6666666666666665,Potential Loyalists
12534.0,2,4,4,3.3333333333333335,At Risk
12535.0,2,3,2,2.3333333333333335,Need Attention
12536.0,5,5,5,5.0,Champions
12538.0,4,2,2,2.6666666666666665,Potential Loyalists
12539.0,4,5,5,4.666666666666667,Champions
12540.0,4,5,5,4.666666666666667,Champions
12541.0,4,3,4,3.6666666666666665,Loyal Customers
12544.0,4,2,2,2.6666666666666665,Potential Loyalists
12545.0,2,3,3,2.6666666666666665,Need Attention
12546.0,3,4,4,3.6666666666666665,Loyal Customers
12547.0,1,1,2,1.3333333333333333,Lost
12548.0,2,1,1,1.3333333333333333,Lost
12550.0,2,3,4,3.0,Need Attention
12551.0,1,1,1,1.0,Lost
12552.0,3,2,2,2.3333333333333335,Need Attention
12553.0,5,5,5,5.0,Champions
12556.0,3,4,3,3.3333333333333335,Loyal Customers
12557.0,4,3,5,4.0,Loyal Customers
12558.0,5,2,1,2.6666666666666665,Potential Loyalists
12559.0,1,2,2,1.6666666666666667,Lost
12560.0,5,4,4,4.333333333333333,Champions
12561.0,1,2,2,1.6666666666666667,Lost
12562.0,5,5,5,5.0,Champions
12564.0,1,2,2,1.6666666666666667,Lost
12565.0,1,1,1,1.0,Lost
12566.0,2,2,2,2.0,Lost
12567.0,4,5,5,4.666666666666667,Champions
12569.0,5,5,5,5.0,Champions
12571.0,3,3,3,3.0,Loyal Customers
12572.0,5,4,3,4.0,Loyal Customers
12573.0,1,2,1,1.3333333333333333,Lost
12574.0,1,1,1,1.0,Lost
12576.0,3,4,4,3.6666666666666665,Loyal Customers
12577.0,3,5,3,3.6666666666666665,Loyal Customers
12578.0,4,4,4,4.0,Champions
12579.0,2,3,3,2.6666666666666665,Need Attention
12580.0,1,2,2,1.6666666666666667,Lost
12581.0,3,2,2,2.3333333333333335,Need Attention
12582.0,1,2,3,2.0,Need Attention
12583.0,5,5,5,5.0,Champions
12584.0,5,5,4,4.666666666666667,Champions
12585.0,1,4,4,3.0,At Risk
12586.0,4,1,1,2.0,Potential Loyalists
12587.0,5,1,1,2.3333333333333335,Potential Loyalists
12588.0,3,1,1,1.6666666666666667,Need Attention
12589.0,4,3,3,3.3333333333333335,Loyal Customers
12590.0,1,4,5,3.3333333333333335,At Risk
12591.0,1,2,2,1.6666666666666667,Lost
12592.0,2,2,2,2.0,Lost
12593.0,2,2,2,2.0,Lost
12594.0,3,4,5,4.0,Loyal Customers
12596.0,3,2,3,2.6666666666666665,Need Attention
12597.0,4,5,5,4.666666666666667,Champions
12598.0,5,5,5,5.0,Champions
12599.0,4,4,4,4.0,Champions
12600.0,4,4,4,4.0,Champions
12601.0,1,2,3,2.0,Need Attention
12602.0,3,1,1,1.6666666666666667,Need Attention
12603.0,4,1,1,2.0,Potential Loyalists
12604.0,2,2,2,2.0,Lost
12605.0,1,1,1,1.0,Lost
12607.0,3,5,3,3.6666666666666665,Loyal Customers
12609.0,2,4,4,3.3333333333333335,At Risk
12610.0,4,4,4,4.0,Champions
12611.0,3,4,4,3.6666666666666665,Loyal Customers
12612.0,3,2,2,2.3333333333333335,Need Attention
12613.0,4,5,5,4.666666666666667,Champions
12614.0,1,2,1,1.3333333333333333,Lost
12615.0,5,4,5,4.666666666666667,Champions
12616.0,2,3,3,2.6666666666666665,Need Attention
12617.0,4,3,2,3.0,Need Attention
12618.0,4,1,1,2.0,Potential Loyalists
12619.0,4,4,5,4.333333333333333,Champions
12620.0,4,4,4,4.0,Champions
12621.0,5,5,5,5.0,Champions
12622.0,1,1,1,1.0,Lost
12623.0,1,2,2,1.6666666666666667,Lost
12624.0,2,3,3,2.6666666666666665,Need Attention
12625.0,1,4,5,3.3333333333333335,At Risk
12626.0,4,5,5,4.666666666666667,Champions
12627.0,5,5,5,5.0,Champions
12628.0,5,3,3,3.6666666666666665,Loyal Customers
12630.0,5,4,4,4.333333333333333,Champions
12631.0,3,3,2,2.6666666666666665,Need Attention
12633.0,3,4,4,3.6666666666666665,Loyal Customers
12635.0,2,4,4,3.3333333333333335,At Risk
12637.0,3,5,5,4.333333333333333,Loyal Customers
12638.0,3,3,3,3.0,Loyal Customers
12639.0,1,2,2,1.6666666666666667,Lost
12640.0,4,3,3,3.3333333333333335,Loyal Customers
12641.0,2,1,1,1.3333333333333333,Lost
12642.0,4,3,3,3.3333333333333335,Loyal Customers
12643.0,2,2,5,3.0,Need Attention
12644.0,2,3,3,2.6666666666666665,Need Attention
12645.0,3,4,4,3.6666666666666665,Loyal Customers
12646.0,5,3,4,4.0,Loyal Customers
12647.0,4,5,5,4.666666666666667,Champions
12648.0,2,2,2,2.0,Lost
12649.0,2,3,3,2.6666666666666665,Need Attention
12650.0,5,2,2,3.0,Potential Loyalists
12651.0,1,1,1,1.0,Lost
12652.0,1,3,3,2.3333333333333335,Need Attention
12653.0,2,3,4,3.0,Need Attention
12654.0,5,3,3,3.6666666666666665,Loyal Customers
12656.0,4,5,5,4.666666666666667,Champions
12657.0,5,3,4,4.0,Loyal Customers
12658.0,4,3,3,3.3333333333333335,Loyal Customers
12659.0,4,1,1,2.0,Potential Loyalists
12660.0,5,1,1,2.3333333333333335,Potential Loyalists
12662.0,5,5,5,5.0,Champions
12664.0,5,3,5,4.333333333333333,Loyal Customers
12665.0,1,1,1,1.0,Lost
12666.0,1,1,1,1.0,Lost
12667.0,3,3,3,3.0,Loyal Customers
12668.0,5,5,5,5.0,Champions
12669.0,2,4,5,3.6666666666666665,At Risk
12670.0,5,4,5,4.666666666666667,Champions
12672.0,1,1,1,1.0,Lost
12673.0,5,3,3,3.6666666666666665,Loyal Customers
12674.0,5,4,4,4.333333333333333,Champions
12676.0,4,3,4,3.6666666666666665,Loyal Customers
12678.0,3,5,5,4.333333333333333,Loyal Customers
12679.0,3,3,4,3.3333333333333335,Loyal Customers
12680.0,5,3,3,3.6666666666666665,Loyal Customers
12681.0,4,5,5,4.666666666666667,Champions
12682.0,5,5,5,5.0,Champions
12683.0,5,5,5,5.0,Champions
12684.0,5,4,5,4.666666666666667,Champions
12685.0,4,5,5,4.666666666666667,Champions
12686.0,1,1,1,1.0,Lost
12688.0,2,5,5,4.0,At Risk
12689.0,4,4,4,4.0,Champions
12690.0,1,2,1,1.3333333333333333,Lost
12691.0,4,3,3,3.3333333333333335,Loyal Customers
12693.0,2,3,3,2.6666666666666665,Need Attention
12694.0,3,3,3,3.0,Loyal Customers
12695.0,5,2,2,3.0,Potential Loyalists
12697.0,4,3,3,3.3333333333333335,Loyal Customers
12700.0,5,5,5,5.0,Champions
12701.0,2,3,4,3.0,Need Attention
12702.0,4,1,1,2.0,Potential Loyalists
12703.0,3,2,2,2.3333333333333335,Need Attention
12704.0,5,4,5,4.666666666666667,Champions
12705.0,4,5,5,4.666666666666667,Champions
12707.0,1,3,2,2.0,Need Attention
12708.0,4,5,5,4.666666666666667,Champions
12709.0,5,5,5,5.0,Champions
12710.0,2,4,4,3.3333333333333335,At Risk
12712.0,4,5,5,4.666666666666667,Champions
12713.0,5,3,3,3.6666666666666665,Loyal Customers
12714.0,5,5,5,5.0,Champions
12715.0,2,2,2,2.0,Lost
12716.0,5,4,4,4.333333333333333,Champions
12717.0,2,3,4,3.0,Need Attention
12718.0,3,2,2,2.3333333333333335,Need Attention
12719.0,5,3,3,3.6666666666666665,Loyal Customers
12720.0,5,5,5,5.0,Champions
12721.0,4,5,5,4.666666666666667,Champions
12722.0,2,3,4,3.0,Need Attention
12723.0,5,4,3,4.0,Loyal Customers
12724.0,5,3,3,3.6666666666666665,Loyal Customers
12725.0,1,2,2,1.6666666666666667,Lost
12726.0,4,4,5,4.333333333333333,Champions
12727.0,5,5,5,5.0,Champions
12728.0,3,3,3,3.0,Loyal Customers
12729.0,2,2,2,2.0,Lost
12731.0,4,5,5,4.666666666666667,Champions
12732.0,1,1,1,1.0,Lost
12733.0,1,2,2,1.6666666666666667,Lost
12734.0,1,1,1,1.0,Lost
12735.0,1,3,3,2.3333333333333335,Need Attention
12736.0,1,1,1,1.0,Lost
12738.0,1,1,1,1.0,Lost
12739.0,2,3,3,2.6666666666666665,Need Attention
12740.0,3,2,3,2.6666666666666665,Need Attention
12743.0,2,5,3,3.3333333333333335,Need Attention
12744.0,3,5,5,4.333333333333333,Loyal Customers
12747.0,5,4,5,4.666666666666667,Champions
12748.0,5,5,5,5.0,Champions
12749.0,5,5,5,5.0,Champions
12750.0,2,2,2,2.0,Lost
12752.0,2,3,5,3.3333333333333335,Need Attention
12753.0,5,5,5,5.0,Champions
12754.0,1,4,5,3.3333333333333335,At Risk
12755.0,1,1,4,2.0,Need Attention
12756.0,2,1,1,1.3333333333333333,Lost
12757.0,4,5,5,4.666666666666667,Champions
12758.0,2,4,5,3.6666666666666665,At Risk
12759.0,3,4,4,3.6666666666666665,Loyal Customers
12762.0,5,4,4,4.333333333333333,Champions
12763.0,2,2,2,2.0,Lost
12764.0,1,3,3,2.3333333333333335,Need Attention
12766.0,5,5,5,5.0,Champions
12769.0,1,3,3,2.3333333333333335,Need Attention
12770.0,1,1,4,2.0,Need Attention
12772.0,3,3,4,3.3333333333333335,Loyal Customers
12775.0,4,4,4,4.0,Champions
12778.0,4,3,4,3.6666666666666665,Loyal Customers
12779.0,4,5,5,4.666666666666667,Champions
12781.0,4,3,3,3.3333333333333335,Loyal Customers
12782.0,5,4,4,4.333333333333333,Champions
12783.0,5,4,5,4.666666666666667,Champions
12784.0,5,4,3,4.0,Loyal Customers
12785.0,5,2,2,3.0,Potential Loyalists
12787.0,5,2,2,3.0,Potential Loyalists
12789.0,3,1,1,1.6666666666666667,Need Attention
12790.0,1,2,2,1.6666666666666667,Lost
12791.0,1,1,1,1.0,Lost
12792.0,1,2,2,1.6666666666666667,Lost
12793.0,1,2,2,1.6666666666666667,Lost
12794.0,3,3,3,3.0,Loyal Customers
12795.0,4,1,1,2.0,Potential Loyalists
12797.0,1,2,1,1.3333333333333333,Lost
12798.0,5,1,5,3.6666666666666665,Potential Loyalists
12802.0,1,2,2,1.6666666666666667,Lost
12808.0,3,2,2,2.3333333333333335,Need Attention
12809.0,2,2,2,2.0,Lost
12811.0,1,3,2,2.0,Need Attention
12812.0,3,2,1,2.0,Need Attention
12814.0,2,1,1,1.3333333333333333,Lost
12815.0,2,3,3,2.6666666666666665,Need Attention
12816.0,2,2,2,2.0,Lost
12817.0,1,1,1,1.0,Lost
12818.0,2,2,4,2.6666666666666665,Need Attention
12820.0,5,4,4,4.333333333333333,Champions
12821.0,1,1,1,1.0,Lost
12822.0,3,3,3,3.0,Loyal Customers
12823.0,2,1,2,1.6666666666666667,Lost
12824.0,3,2,2,2.3333333333333335,Need Attention
12826.0,5,4,4,4.333333333333333,Champions
12827.0,5,2,2,3.0,Potential Loyalists
12828.0,5,3,3,3.6666666666666665,Loyal Customers
12829.0,1,1,3,1.6666666666666667,Need Attention
12830.0,3,3,5,3.6666666666666665,Loyal Customers
12831.0,1,1,1,1.0,Lost
12832.0,3,2,2,2.3333333333333335,Need Attention
12833.0,2,2,2,2.0,Lost
12834.0,1,2,2,1.6666666666666667,Lost
12836.0,3,5,5,4.333333333333333,Loyal Customers
12837.0,2,1,1,1.3333333333333333,Lost
12838.0,3,4,3,3.3333333333333335,Loyal Customers
12839.0,5,5,5,5.0,Champions
12840.0,2,4,5,3.6666666666666665,At Risk
12841.0,5,5,5,5.0,Champions
12842.0,3,3,3,3.0,Loyal Customers
12843.0,3,4,4,3.6666666666666665,Loyal Customers
12844.0,4,3,2,3.0,Need Attention
12845.0,1,2,2,1.6666666666666667,Lost
12847.0,4,4,4,4.0,Champions
12849.0,4,3,4,3.6666666666666665,Loyal Customers
12851.0,2,3,2,2.3333333333333335,Need Attention
12852.0,1,2,2,1.6666666666666667,Lost
12853.0,2,4,4,3.3333333333333335,At Risk
12854.0,2,4,4,3.3333333333333335,At Risk
12855.0,1,1,1,1.0,Lost
12856.0,5,5,5,5.0,Champions
12857.0,1,3,3,2.3333333333333335,Need Attention
12863.0,3,1,2,2.0,Need Attention
12864.0,2,1,2,1.6666666666666667,Lost
12865.0,4,4,4,4.0,Champions
12866.0,1,2,2,1.6666666666666667,Lost
12867.0,4,5,5,4.666666666666667,Champions
12868.0,1,4,4,3.0,At Risk
12870.0,1,1,1,1.0,Lost
12871.0,2,1,2,1.6666666666666667,Lost
12872.0,1,4,3,2.6666666666666665,Need Attention
12873.0,1,1,1,1.0,Lost
12875.0,2,1,5,2.6666666666666665,Need Attention
12876.0,3,4,5,4.0,Loyal Customers
12877.0,5,5,4,4.666666666666667,Champions
12878.0,4,3,3,3.3333333333333335,Loyal Customers
12879.0,3,1,2,2.0,Need Attention
12881.0,1,1,2,1.3333333333333333,Lost
12882.0,5,1,2,2.6666666666666665,Potential Loyalists
12883.0,4,3,3,3.3333333333333335,Loyal Customers
12884.0,2,1,1,1.3333333333333333,Lost
12885.0,3,4,4,3.6666666666666665,Loyal Customers
12886.0,3,4,4,3.6666666666666665,Loyal Customers
12888.0,1,1,1,1.0,Lost
12890.0,4,4,3,3.6666666666666665,Loyal Customers
12891.0,1,1,4,2.0,Need Attention
12893.0,4,3,1,2.6666666666666665,Need Attention
12895.0,3,2,2,2.3333333333333335,Need Attention
12897.0,1,1,1,1.0,Lost
12901.0,5,5,5,5.0,Champions
12902.0,1,1,1,1.0,Lost
12904.0,4,4,3,3.6666666666666665,Loyal Customers
12906.0,5,4,5,4.666666666666667,Champions
12908.0,3,1,1,1.6666666666666667,Need Attention
12909.0,3,4,5,4.0,Loyal Customers
12910.0,4,4,5,4.333333333333333,Champions
12912.0,5,2,3,3.3333333333333335,Potential Loyalists
12913.0,5,3,4,4.0,Loyal Customers
12915.0,2,2,2,2.0,Lost
12916.0,2,4,4,3.3333333333333335,At Risk
12917.0,2,1,1,1.3333333333333333,Lost
12919.0,5,3,4,4.0,Loyal Customers
12920.0,4,2,2,2.6666666666666665,Potential Loyalists
12921.0,5,5,5,5.0,Champions
12922.0,2,2,3,2.3333333333333335,Need Attention
12923.0,3,2,1,2.0,Need Attention
12924.0,2,3,3,2.6666666666666665,Need Attention
12925.0,5,3,3,3.6666666666666665,Loyal Customers
12928.0,3,4,5,4.0,Loyal Customers
12929.0,2,1,1,1.3333333333333333,Lost
12930.0,2,2,2,2.0,Lost
12931.0,4,4,5,4.333333333333333,Champions
12933.0,4,4,4,4.0,Champions
12935.0,5,5,5,5.0,Champions
12936.0,4,4,3,3.6666666666666665,Loyal Customers
12937.0,4,4,4,4.0,Champions
12938.0,4,1,1,2.0,Potential Loyalists
12939.0,3,3,5,3.6666666666666665,Loyal Customers
12940.0,3,4,4,3.6666666666666665,Loyal Customers
12942.0,2,4,3,3.0,Need Attention
12943.0,1,1,1,1.0,Lost
12944.0,3,3,2,2.6666666666666665,Need Attention
12945.0,1,2,2,1.6666666666666667,Lost
12947.0,2,4,4,3.3333333333333335,At Risk
12948.0,4,4,4,4.0,Champions
12949.0,4,5,5,4.666666666666667,Champions
12950.0,5,2,4,3.6666666666666665,Potential Loyalists
12951.0,5,4,3,4.0,Loyal Customers
12952.0,5,4,4,4.333333333333333,Champions
12953.0,5,2,2,3.0,Potential Loyalists
12955.0,5,5,5,5.0,Champions
12956.0,1,2,1,1.3333333333333333,Lost
12957.0,5,5,5,5.0,Champions
12962.0,5,2,1,2.6666666666666665,Potential Loyalists
12963.0,5,4,4,4.333333333333333,Champions
12965.0,2,4,3,3.0,Need Attention
12966.0,5,1,1,2.3333333333333335,Potential Loyalists
12967.0,5,3,3,3.6666666666666665,Loyal Customers
12968.0,2,1,1,1.3333333333333333,Lost
12970.0,5,5,3,4.333333333333333,Loyal Customers
12971.0,5,5,5,5.0,Champions
12974.0,1,1,1,1.0,Lost
12976.0,1,2,3,2.0,Need Attention
12977.0,2,1,1,1.3333333333333333,Lost
12980.0,2,2,4,2.6666666666666665,Need Attention
12981.0,4,2,2,2.6666666666666665,Potential Loyalists
12982.0,1,3,2,2.0,Need Attention
12984.0,4,1,1,2.0,Potential Loyalists
12985.0,5,4,4,4.333333333333333,Champions
12987.0,2,3,3,2.6666666666666665,Need Attention
12988.0,1,4,3,2.6666666666666665,Need Attention
12989.0,5,4,5,4.666666666666667,Champions
12990.0,4,1,2,2.3333333333333335,Potential Loyalists
12991.0,4,3,3,3.3333333333333335,Loyal Customers
12993.0,4,2,2,2.6666666666666665,Potential Loyalists
12994.0,5,4,3,4.0,Loyal Customers
12995.0,2,1,1,1.3333333333333333,Lost
12997.0,4,4,4,4.0,Champions
12999.0,1,2,3,2.0,Need Attention
13000.0,2,3,3,2.6666666666666665,Need Attention
13001.0,5,5,5,5.0,Champions
13002.0,1,1,1,1.0,Lost
13003.0,2,1,1,1.3333333333333333,Lost
13004.0,5,5,5,5.0,Champions
13005.0,2,2,2,2.0,Lost
13006.0,3,1,1,1.6666666666666667,Need Attention
13008.0,1,2,1,1.3333333333333333,Lost
13011.0,1,1,1,1.0,Lost
13012.0,5,4,4,4.333333333333333,Champions
13013.0,5,5,5,5.0,Champions
13014.0,5,4,4,4.333333333333333,Champions
13015.0,3,5,5,4.333333333333333,Loyal Customers
13016.0,2,3,3,2.6666666666666665,Need Attention
13017.0,5,1,1,2.3333333333333335,Potential Loyalists
13018.0,4,5,5,4.666666666666667,Champions
13021.0,5,5,5,5.0,Champions
13023.0,3,3,3,3.0,Loyal Customers
13026.0,5,3,5,4.333333333333333,Loyal Customers
13027.0,2,2,5,3.0,Need Attention
13028.0,4,3,4,3.6666666666666665,Loyal Customers
13029.0,4,1,2,2.3333333333333335,Potential Loyalists
13030.0,5,4,3,4.0,Loyal Customers
13032.0,3,4,3,3.3333333333333335,Loyal Customers
13033.0,1,1,1,1.0,Lost
13034.0,3,3,3,3.0,Loyal Customers
13035.0,3,3,3,3.0,Loyal Customers
13037.0,2,3,3,2.6666666666666665,Need Attention
13038.0,2,2,3,2.3333333333333335,Need Attention
13040.0,5,3,3,3.6666666666666665,Loyal Customers
13043.0,1,1,2,1.3333333333333333,Lost
13044.0,1,3,3,2.3333333333333335,Need Attention
13045.0,2,2,2,2.0,Lost
13046.0,4,3,3,3.3333333333333335,Loyal Customers
13047.0,4,5,5,4.666666666666667,Champions
13048.0,4,5,4,4.333333333333333,Champions
13049.0,3,1,2,2.0,Need Attention
13050.0,5,5,5,5.0,Champions
13052.0,1,2,2,1.6666666666666667,Lost
13055.0,3,4,4,3.6666666666666665,Loyal Customers
13058.0,4,1,1,2.0,Potential Loyalists
13059.0,1,1,1,1.0,Lost
13060.0,1,2,1,1.3333333333333333,Lost
13061.0,2,1,1,1.3333333333333333,Lost
13062.0,1,1,3,1.6666666666666667,Need Attention
13064.0,4,4,4,4.0,Champions
13065.0,1,1,1,1.0,Lost
13066.0,4,3,3,3.3333333333333335,Loyal Customers
13067.0,2,2,1,1.6666666666666667,Lost
13068.0,5,1,2,2.6666666666666665,Potential Loyalists
13069.0,5,5,5,5.0,Champions
13070.0,1,1,1,1.0,Lost
13072.0,1,1,1,1.0,Lost
13075.0,2,2,3,2.3333333333333335,Need Attention
13077.0,5,4,4,4.333333333333333,Champions
13078.0,5,5,5,5.0,Champions
13079.0,5,1,1,2.3333333333333335,Potential Loyalists
13080.0,1,1,1,1.0,Lost
13081.0,5,5,5,5.0,Champions
13082.0,2,4,5,3.6666666666666665,At Risk
13083.0,5,2,2,3.0,Potential Loyalists
13085.0,2,2,2,2.0,Lost
13089.0,5,5,5,5.0,Champions
13090.0,5,5,5,5.0,Champions
13091.0,4,2,3,3.0,Potential Loyalists
13092.0,3,2,3,2.6666666666666665,Need Attention
13093.0,1,5,5,3.6666666666666665,At Risk
13094.0,4,3,4,3.6666666666666665,Loyal Customers
13095.0,3,1,1,1.6666666666666667,Need Attention
13097.0,3,5,5,4.333333333333333,Loyal Customers
13098.0,5,5,5,5.0,Champions
13099.0,2,1,2,1.6666666666666667,Lost
13101.0,1,1,1,1.0,Lost
13102.0,5,5,5,5.0,Champions
13103.0,3,1,1,1.6666666666666667,Need Attention
13104.0,5,2,3,3.3333333333333335,Potential Loyalists
13106.0,2,1,1,1.3333333333333333,Lost
13107.0,3,4,4,3.6666666666666665,Loyal Customers
13108.0,1,1,2,1.3333333333333333,Lost
13109.0,5,3,3,3.6666666666666665,Loyal Customers
13110.0,4,5,4,4.333333333333333,Champions
13113.0,5,5,5,5.0,Champions
13115.0,5,5,5,5.0,Champions
13116.0,2,3,3,2.6666666666666665,Need Attention
13117.0,4,4,4,4.0,Champions
13118.0,4,4,3,3.6666666666666665,Loyal Customers
